"EWA","Token"
"0x008a1edff1855fd76ae5344c9b765f3ee5cff2f7","2"
"0x44348d8f717b36fcd8790bdbf32631d458096c2c","2"
"0x92b93522e36E23302981F49237Ecf5F5d86AE12e","2"
"0xe137d1dc4ff51a83f7e7466ca9fed11dd9f56188","2"
